"NC"	"PFOS"	"PFOA"	"Aflatoxin.B1"	"Cadmium.chloride"	"Lasiocarpine"
29.556013	31.123682	29.287485	30.36385	29.921122	32.572876
30.339813	31.47262	29.984634	30.9895	29.885672	32.78831
23.740648	22.230715	22.087759	23.344103	23.936766	29.742895
22.747658	21.78983	21.792435	22.544918	23.493567	28.14339
20.457796	19.844572	19.618223	20.134956	20.74572	26.337032
27.31473	27.337866	26.64957	27.418304	27.866018	28.825924
21.856306	23.393505	21.37943	22.241205	21.3913	29.719725
20.033491	17.141842	18.154125	20.545345	19.998308	28.127172
23.241777	24.301725	23.634975	24.338072	22.835724	35.654198
23.808128	23.858223	23.813173	23.631458	24.098894	23.981096
24.52457	23.932545	24.109352	24.23048	24.445105	23.763592
21.381578	21.4006	21.122795	21.20543	21.821054	21.949383
24.548033	24.210663	24.468685	23.931154	24.441322	23.413092
23.550491	23.333776	22.994627	22.932117	23.347172	22.997425
21.114002	21.009928	20.663649	20.681099	20.92483	22.011122
23.937244	23.97546	23.510088	23.598307	23.681566	23.886387
21.839207	21.624983	21.572063	21.376356	21.765856	21.543203
23.36263	23.146353	22.9276	22.682987	23.223162	23.550264
22.095173	21.96488	21.413164	20.909147	21.849844	20.628971
23.126518	22.805172	22.878025	22.528631	22.874165	22.40433
23.603342	23.264172	23.21503	22.904417	22.931498	23.55573
24.432585	23.397278	22.854448	22.759466	23.659327	22.792534
23.861225	23.70128	23.496569	23.238482	26.67793	23.15405
23.25944	23.25891	22.571585	22.432661	22.787384	22.815968
24.77406	24.21302	24.279215	23.840635	24.526634	24.383009
29.26405	29.00173	28.681822	28.211594	28.82282	28.15243
28.999935	27.99457	27.846798	29.014399	28.810717	31.215233
29.809889	31.66289	29.557207	29.673462	30.819347	30.438759
29.543053	29.412645	28.70339	28.577927	28.729818	27.815353
29.98334	30.57634	30.259212	29.769615	29.640139	31.285854
20.670393	20.592253	20.331806	20.476192	20.740044	21.679144
23.68874	23.520967	23.359463	23.449396	23.585361	24.254831
24.863018	24.943272	24.676952	24.516682	25.19495	24.638126
21.351492	21.87999	20.752005	21.22215	21.431211	23.973045
25.382288	25.421547	24.750072	24.759048	25.200241	24.741852
23.657175	23.455849	23.511908	22.988108	23.638943	22.458897
18.41102	18.340168	17.97101	17.866829	18.27317	18.170162
25.964613	26.27456	25.788017	25.486513	25.749037	25.705585
19.342302	18.84214	18.64056	18.644627	19.018147	20.180836
30.778551	31.66616	30.625525	32.292877	30.380299	32.26484
25.346857	25.271683	24.583393	24.567003	24.704834	24.569319
26.863806	26.536058	26.254059	26.345016	26.688501	27.247211
25.53292	25.57415	24.873894	24.799212	24.955143	24.917053
24.26274	24.141846	23.80012	23.840487	23.933666	23.774267
26.725426	26.419168	25.882599	25.918713	26.811825	26.1326
31.566921	32.601612	30.675854	31.548603	32.123432	31.287998
22.903305	22.686316	22.499107	22.511965	22.800058	22.18274
25.307447	25.382502	24.64447	25.005798	25.38844	25.603207
22.25326	21.852478	21.592682	21.690815	22.26273	21.270903
30.505722	32.246407	30.229239	29.96403	29.681604	30.418219
20.86937	20.843395	20.442064	20.613476	20.702103	23.655535
18.767912	18.514051	17.343004	18.776678	19.1434	24.914232
24.814945	24.915525	24.482271	24.431034	24.540699	24.514439
23.207687	22.895405	22.972342	21.991245	22.923935	20.943266
30.376923	33.486343	33.242203	31.450172	29.96496	31.943916
21.397974	22.344215	21.376995	21.547606	21.380316	23.874199
25.553026	25.829853	25.320612	25.526726	25.711422	26.878365
21.906519	22.101679	21.67945	21.56047	21.929432	21.482353
29.399597	29.774845	29.465578	29.738167	30.096273	31.20604
22.229548	22.15225	21.808298	22.217562	22.353119	23.64933
24.409473	24.73155	23.966331	24.344803	24.034857	25.722525
23.682655	24.592066	23.709352	23.39635	23.282223	26.285906
34.40122	36.380154	33.484066	34.965363	32.54595	34.311836
26.277462	26.123775	25.598791	25.779793	26.13253	25.884623
26.696936	25.968649	25.451223	24.754454	25.793056	24.20693
27.192245	26.841303	26.649118	26.167246	26.588547	23.873495
25.166403	25.365936	25.234304	24.960356	25.199429	26.453499
23.613441	24.181116	22.949583	23.288034	23.446156	28.730305
23.426188	23.533333	23.492813	23.480913	23.432943	28.013475
20.896198	20.985834	20.500875	19.950085	20.705082	19.734566
22.970577	21.929369	21.884205	21.881952	22.937622	22.291899
21.297052	20.733335	20.699894	20.66979	21.463194	21.490522
19.592728	19.42163	19.23947	19.183964	19.473976	19.543518
35.978176	37.463318	36.91971	36.22948	34.135788	36.99124
36.710243	NA	38.439682	36.35371	37.292873	37.377964
32.534126	39.307404	34.650078	32.721283	32.52176	35.549923
25.596228	25.41955	25.206398	25.306395	25.544073	25.309624
22.761944	23.751911	23.168749	22.733582	22.644384	25.158278
24.478167	24.200634	24.339926	24.38803	24.569412	25.692245
25.890715	25.960037	25.226559	25.208225	25.566122	26.005215
21.7966	21.240112	20.603607	21.455564	21.812914	21.727158
21.515083	20.93302	20.217888	21.192993	21.733612	21.581713
22.908863	23.239326	22.670893	23.007168	23.219652	23.58867
38.148605	NA	37.728275	35.768394	37.357655	37.471123
28.161104	27.606256	27.848507	27.79985	27.88747	30.228104
25.06504	24.211323	23.666327	24.296083	24.099277	26.728773
19.797737	19.674137	19.279358	19.154768	19.52218	23.713806
23.682644	24.327515	23.610493	22.840736	22.569355	28.250017
24.96771	24.551426	24.434856	24.384783	24.827814	24.831316
25.600698	25.56891	25.601685	25.252132	25.657368	24.515926
20.602482	20.393257	20.256735	20.021376	21.139507	19.389748
20.685163	20.229668	20.12411	19.948174	20.716545	19.827045
19.535568	19.430246	18.864532	18.975475	19.488405	19.278921
23.305452	22.990437	22.61603	22.54097	22.620056	22.941463
23.374506	23.227224	22.822859	22.762215	23.20236	23.438967
28.56868	28.250477	28.683504	27.63622	28.857145	28.067396
28.473566	28.706318	27.98071	27.89267	29.171381	27.61701
23.570518	23.539545	22.908072	22.519835	23.003952	21.6686
25.796686	26.348085	25.531433	25.695787	25.940327	26.184061
19.622808	19.558094	19.118937	18.934557	19.647192	18.734137
21.486292	20.682673	20.750587	20.685837	21.299448	20.709314
23.760302	22.768892	22.917336	22.84339	23.688515	22.393349
32.477688	34.701683	32.32542	32.58523	32.63883	32.32186
31.199062	30.140936	31.139608	30.86434	30.722334	30.17288
23.288765	23.236034	23.431355	22.907003	23.45691	23.210999
27.417282	27.32814	27.516453	26.821558	27.377672	26.434864
20.923807	19.876003	19.944754	19.85877	20.92306	19.541729
20.20583	19.97469	19.919207	19.735115	20.22651	19.296528
23.510668	23.386656	23.50144	22.832766	23.715172	21.945623
24.855844	24.930147	24.315195	24.347118	24.43442	23.431887
32.91487	38.816418	32.864334	34.081882	32.987118	32.52571
23.519747	24.433184	22.972965	22.802214	23.223034	23.382582
22.408262	21.79528	21.328543	21.654604	21.555069	22.712666
22.3832	22.290268	21.793169	21.401108	22.25333	22.37784
22.997784	22.948984	22.616327	22.464455	22.68165	22.518667
23.524763	23.33107	22.933558	22.818977	23.405437	22.96673
24.123165	23.873152	23.527586	23.423243	23.974825	23.662579
39.121788	NA	39.076794	37.26974	36.165287	34.59519
35.71915	34.986946	35.00735	34.166775	34.95524	33.910984
34.644733	36.965244	34.649765	34.483025	35.234722	35.775845
31.24456	32.66299	30.589085	30.945776	30.742828	30.501259
32.463352	32.304844	30.239584	29.623636	31.271832	28.49346
31.867357	31.567131	31.559122	30.332096	31.47544	29.845343
36.839806	NA	35.7582	37.70866	37.64244	37.094204
33.21231	35.577953	35.68769	36.354664	33.45779	34.80495
32.72808	32.603104	32.535297	33.660553	33.65358	34.598907
29.001974	29.939491	28.481102	28.61758	29.960804	28.401218
24.546741	23.997646	22.846151	24.397568	25.27529	31.834951
35.15572	36.217903	32.324764	31.576664	32.235382	29.372438
25.90342	25.461073	25.783655	24.968143	26.197666	24.526684
34.24163	37.260746	33.58534	33.959877	34.90362	33.83937
38.42638	NA	39.889664	NA	37.40732	36.482826
21.70905	21.82013	21.474794	21.746803	21.646957	24.921452
25.723679	25.762884	25.557539	25.13586	25.643326	24.275581
25.46663	25.412176	25.229923	25.025337	25.533283	25.516674
23.216055	23.129389	22.749405	22.480522	22.649754	22.283995
23.82599	23.726072	23.852148	23.673765	24.183996	23.926462
23.93801	24.182472	23.486502	24.014204	23.664417	26.154305
28.903688	30.724262	29.465412	28.670292	29.890585	27.43276
33.71562	34.391716	32.37002	32.79824	34.10418	34.922836
32.060627	32.517628	30.927443	31.13678	30.717447	32.79853
25.126953	24.78646	24.70734	24.47618	24.917288	24.745451
21.226095	21.012444	20.89632	21.136908	21.216543	22.169256
21.993555	21.805376	21.70337	21.764154	22.145184	23.742472
24.966572	24.88313	24.48751	24.430767	24.815283	24.602173
23.477175	23.382162	23.161911	22.901981	23.367598	23.27127
24.019886	24.161787	23.593107	23.621012	23.94416	23.744324
21.33533	21.568151	21.166855	20.997892	21.507086	21.234468
21.134071	21.191917	20.834948	20.497467	20.696407	20.462622
29.158958	29.464846	28.819803	29.096626	28.652498	30.182747
20.64479	20.608463	20.516537	20.266352	20.515999	20.702887
20.729408	20.614212	20.632404	19.977472	20.649714	18.935595
23.595634	23.307415	23.335634	23.198996	23.65573	22.522432
24.668686	24.22721	24.450045	24.604206	24.558905	25.133442
24.467728	24.165916	24.462328	23.565096	23.840942	21.914711
23.90301	23.7075	23.62209	23.216679	23.830301	22.747784
23.648613	23.670622	23.346281	23.269176	23.43707	23.864864
33.226658	34.825672	32.845676	31.859182	31.788038	31.77053
25.23632	24.51667	24.270319	24.080984	24.432486	24.44555
26.54559	25.794432	25.73291	25.15135	25.657505	23.870388
22.367298	22.261032	21.749992	21.96208	22.225445	25.693974
26.28785	25.604652	25.496033	25.0322	26.38773	25.598455
25.435383	24.775805	24.553846	24.654755	24.98072	24.990908
26.90787	27.400644	26.79527	26.690153	26.967	24.745161
27.476337	27.25826	26.57172	27.299162	26.787428	29.641111
24.285122	23.933994	23.532745	23.71271	24.254162	25.975449
26.222195	25.7396	25.379158	25.760311	26.225721	26.430126
22.856615	22.806723	22.4285	22.608316	23.16113	23.987906
27.160732	25.997528	26.443005	25.700714	26.456526	23.974804
26.231464	26.316166	25.245268	25.756378	25.77088	25.88173
24.946625	24.736712	24.876837	24.259443	24.818571	23.09962
27.612791	27.271484	27.276245	27.216043	27.37237	26.89995
23.203442	23.585564	23.164824	22.974312	23.166397	23.39921
24.78307	24.90734	24.438717	24.637484	24.332277	24.783916
33.13578	32.392563	29.879091	36.598988	30.644577	34.56993
22.391039	22.44028	21.839935	21.948786	22.238226	22.94378
26.148094	27.650513	26.80764	27.414051	26.481373	29.484798
30.10913	28.58829	29.410446	29.934221	29.694307	28.281206
24.717382	24.485376	24.427876	24.164957	24.74552	23.627695
25.586012	24.973227	25.22312	24.80011	25.318571	23.675201
22.954988	23.209507	22.866125	23.17479	23.239723	24.720161
23.239908	22.877205	22.897533	21.492088	22.641918	19.661758
37.11744	32.733524	35.30364	31.95599	32.83241	31.187387
21.825617	21.641283	21.604147	21.417719	21.705153	20.806025
24.850224	25.146036	24.260653	24.549656	24.645292	26.939016
22.403622	22.665756	22.125954	22.208496	22.618736	26.18808
21.838415	20.739998	20.598783	21.841194	21.933632	23.952133
28.584473	28.556892	27.649788	27.838568	27.859701	28.656115
23.642097	23.602036	23.473648	23.564114	23.469662	25.140894
23.74729	23.556616	23.161251	23.170704	23.611794	23.520996
23.363552	23.421333	22.951538	22.814783	23.001108	22.342236
21.976606	21.885021	21.612726	21.53746	21.835375	22.147076
20.501194	20.267244	19.971487	19.880375	20.353678	20.122473
27.432705	27.359968	26.899916	26.180714	26.829317	25.254093
30.287971	29.418442	30.237762	30.232689	30.591463	28.382584
34.5732	36.73546	34.189068	34.8059	33.82989	35.320328
23.552317	23.193354	23.177383	23.160389	23.21718	24.439938
32.47525	34.661865	32.823925	32.190586	32.365936	31.901789
28.235102	27.30211	27.83294	26.939049	27.739014	25.452847
22.794176	22.603632	22.433855	22.219559	22.646126	21.444876
34.175278	35.77028	34.69527	33.933548	33.914726	35.742958
36.690964	39.62117	36.551918	35.858692	35.533154	37.743744
23.507614	25.133907	23.709356	23.510721	23.860777	24.787037
19.913815	20.31778	19.804605	20.187248	19.952513	21.671885
19.230734	19.745392	18.500387	19.152203	19.180498	22.527857
22.271776	22.121458	21.828838	21.592466	22.201344	22.15924
21.871819	21.686144	21.439976	21.306404	22.350891	21.71232
24.695017	24.73335	24.595066	24.538427	24.592995	24.82569
24.714415	24.272923	24.372652	24.1987	24.447903	24.715334
22.985481	23.158747	22.399986	22.358938	22.607635	22.282776
23.137093	23.113949	22.751041	22.5854	22.747969	23.386938
23.607168	23.583916	23.5518	23.570744	24.424734	24.483484
24.323298	24.187366	23.746002	23.83277	23.957489	23.956587
17.684341	17.09941	16.758547	17.301157	17.514738	19.634405
24.656662	24.524126	24.249018	24.499458	24.200417	29.284252
29.265043	31.328354	28.828398	28.834051	29.145565	29.618443
29.993057	31.374886	30.951738	31.409712	31.451626	32.75073
23.83048	23.77563	23.664091	23.432474	23.694061	23.758648
20.473072	20.314247	20.286205	20.29158	20.383156	19.754688
27.379787	27.1493	27.16637	26.86455	27.10922	27.798765
25.801588	25.465294	24.968334	25.561996	25.88541	28.339697
23.903906	23.840435	23.661652	24.000875	23.814302	25.843475
24.365725	24.15964	23.84821	23.99177	24.248415	23.80005
23.278639	23.367767	22.87965	22.858553	22.875721	22.866583
21.693447	20.15596	21.381565	21.342852	21.660664	22.231762
NA	NA	33.811337	NA	NA	NA
26.668207	26.670633	26.19582	26.656572	26.817087	26.80558
24.438124	24.193438	23.841429	24.285074	24.519627	25.406305
26.869709	27.215755	26.456984	27.235605	26.617306	27.825428
22.645424	22.0208	21.970003	21.678144	22.230375	20.950281
29.783018	29.785892	28.721565	28.562468	29.656221	29.162521
23.52922	23.455227	23.135931	22.79317	23.278597	22.728926
24.885345	24.526882	24.1515	24.140669	24.6843	24.715364
39.75311	34.162285	38.592804	37.79379	39.277752	34.95841
27.693607	26.727736	26.754974	27.094885	27.264366	27.997766
27.577173	26.763294	26.748985	25.87834	26.766665	25.757887
23.827625	23.657885	23.232407	23.143581	23.741972	23.217255
24.264345	23.59395	23.21647	23.38336	23.925146	24.227682
23.304756	24.426098	23.349174	23.230751	23.212112	23.982187
24.336866	23.969143	23.730125	23.39962	24.360315	23.334671
33.190422	31.717474	33.318703	32.341816	31.744373	31.980997
27.208418	26.868599	26.343126	26.811295	27.238546	28.520922
23.599274	24.332039	22.32314	22.992628	23.622307	23.395025
24.442823	24.178276	24.13944	24.095303	24.356266	23.92677
27.53145	27.153143	26.565096	26.726608	27.198498	28.14101
27.351337	26.41112	26.534796	26.629017	27.002422	26.400991
24.655592	24.575909	24.464617	24.006172	24.782331	24.219275
24.42526	24.846523	24.182482	23.876192	24.304644	23.751785
22.820477	22.64141	22.374554	22.507147	23.0988	22.661087
34.566566	33.374985	38.203938	32.893513	38.402122	33.2559
31.072704	32.800297	31.159613	30.97297	30.917635	31.722519
32.92629	33.61137	32.138355	32.309223	33.24665	32.254913
22.30305	21.384783	20.68554	21.661259	22.320137	24.220074
NA	NA	35.60687	37.662815	32.33979	39.36121
20.711485	21.113104	20.780684	20.270473	20.35457	25.12883
22.502277	22.3	21.752789	21.836718	22.144495	21.90024
24.24887	24.646425	24.164804	24.220875	24.333982	24.591238
20.746931	20.673162	20.113611	20.103794	20.185892	22.14095
25.207527	25.244175	24.689272	24.5642	24.942028	24.539127
28.671675	27.977594	28.089622	28.33635	29.454456	27.755445
29.249487	28.396431	28.270088	27.9709	29.304922	27.99165
25.577068	25.367853	25.166967	24.727032	25.011768	24.231972
22.008018	21.69752	21.44608	21.172592	21.461042	20.575363
17.221088	16.994919	16.783169	16.453203	16.802273	16.368933
18.25851	18.402758	18.140547	17.886621	18.37533	18.08225
19.326616	19.279291	18.824205	18.812443	18.923006	18.903782
25.613712	25.298252	25.395243	25.1886	25.504034	23.735771
17.53511	17.187088	17.026722	16.936352	17.16797	16.619087
34.583755	39.600822	33.750843	36.32034	35.584145	34.807705
37.53971	33.90793	35.109234	36.89015	35.549095	35.828224
34.50913	38.156887	35.595997	33.549484	34.14336	35.69512
22.398815	22.561308	22.182318	22.118027	22.27596	21.67287
22.362875	22.550924	22.200502	22.14794	22.259588	21.656664
22.374407	22.549242	22.172455	22.010489	22.277494	21.700552
18.812914	19.22682	19.226109	19.14736	18.85234	18.850851
18.729551	18.755404	18.82893	18.982073	18.831562	18.903357
18.932123	19.799786	18.811457	19.152473	19.26608	18.789663
