"NC"	"PFOS"	"PFOA"	"Aflatoxin.B1"	"Cadmium.chloride"	"Lasiocarpine"
21.96115	22.635801	22.218616	21.656845	22.515387	22.566374
19.958677	20.83021	19.887705	20.22375	20.647705	20.388905
28.253279	28.531782	28.144194	27.476004	29.280756	28.293436
20.980583	21.360355	20.96549	21.777966	21.386427	21.234987
19.715822	20.143024	19.655746	20.02214	20.392132	20.283873
15.911247	16.217535	15.848652	16.149843	16.293404	16.460003
24.6059	23.831533	24.471378	24.547338	23.990885	23.90325
23.01913	22.166168	22.860838	22.598715	20.40373	23.673672
22.728645	22.929382	22.514656	22.29961	22.563856	22.989468
17.649271	17.980211	17.480597	17.38663	17.769768	18.00208
20.193714	20.679804	19.906504	20.723927	20.381756	20.420284
25.248533	24.977074	24.83261	23.53046	24.35918	25.117296
18.97061	19.203135	19.203356	18.988464	19.317978	19.429289
22.646156	22.59836	22.768944	22.664825	22.96329	22.866804
32.61274	33.263973	32.004517	33.389866	34.273556	36.613903
18.516071	17.011436	17.365997	16.565561	16.309582	16.100697
18.216257	18.198298	17.964544	17.89419	18.209297	18.427366
22.156528	21.866825	21.54114	22.511656	21.95575	22.080778
35.9088	34.959892	34.4199	33.553	34.47267	34.694317
24.824984	23.9094	24.703365	24.731728	21.450062	25.140467
34.271458	34.122917	37.941868	NA	33.49392	33.154045
31.29649	30.833574	31.760223	31.426802	31.902163	34.78684
20.238605	19.880642	19.738684	19.897186	19.598736	20.56098
20.23915	20.260818	20.331161	20.025188	20.509373	20.38541
20.7713	20.845901	20.40223	19.787958	19.992947	20.853743
30.856548	30.806992	30.594244	32.959286	31.52999	31.429544
16.679955	16.701618	16.681982	16.721273	16.892246	16.948984
19.643568	18.477758	18.010855	19.558905	18.741093	18.775085
28.418184	28.824862	27.93487	28.76382	28.412071	28.86018
21.951103	22.370169	22.274958	22.000204	22.312466	22.448254
37.9899	38.11051	NA	38.462955	NA	NA
21.610603	21.869156	21.697794	21.60282	22.466585	22.080437
17.72269	16.963957	17.364632	17.258617	17.344198	17.18071
18.813301	18.595284	18.27666	18.428886	18.918766	18.94544
15.849707	15.374399	15.390466	15.7353	15.497902	15.794538
NA	NA	NA	NA	NA	NA
21.186544	21.207651	21.10722	20.646753	21.390675	21.6362
15.194601	15.167601	15.197988	15.304138	15.339251	15.218947
19.969362	20.42395	19.837236	19.562489	19.956331	20.477156
18.005136	18.249458	17.845749	17.956232	17.816093	18.228165
28.363014	28.135588	27.416647	28.325542	28.406876	29.83577
33.595	32.802776	32.893238	NA	33.42119	36.91774
16.650965	16.166183	16.459366	16.754353	16.845633	16.729443
14.764057	14.777637	14.613313	14.961867	14.762011	14.829205
15.443394	15.882359	15.620878	15.718657	16.125105	15.883348
16.21107	15.7181425	15.927629	16.298965	16.132877	16.295671
22.558681	21.998325	22.279978	22.255177	22.289652	21.523422
14.876211	14.852702	14.715891	14.893993	15.143424	14.9989805
34.193375	39.41921	34.52649	NA	NA	NA
20.665392	20.875666	20.694435	20.688044	20.670364	20.34778
20.860315	20.719406	20.818768	20.927221	20.80732	20.445053
20.867125	20.625	20.907179	20.97275	20.79255	20.458225
18.466383	18.442287	18.505821	18.409119	18.43851	18.937609
18.50787	18.473743	18.498674	18.441774	18.441696	18.966188
18.413012	18.344723	18.41808	18.289837	18.405672	18.842413
